circuit,tournament,country,year,date,gender,match_num,w_player1,w_p1_birthdate,w_p1_age,w_p1_hgt,w_p1_country,w_player2,w_p2_birthdate,w_p2_age,w_p2_hgt,w_p2_country,w_rank,l_player1,l_p1_birthdate,l_p1_age,l_p1_hgt,l_p1_country,l_player2,l_p2_birthdate,l_p2_age,l_p2_hgt,l_p2_country,l_rank,score,duration,bracket,round,w_p1_tot_attacks,w_p1_tot_kills,w_p1_tot_errors,w_p1_tot_hitpct,w_p1_tot_aces,w_p1_tot_serve_errors,w_p1_tot_blocks,w_p1_tot_digs,w_p2_tot_attacks,w_p2_tot_kills,w_p2_tot_errors,w_p2_tot_hitpct,w_p2_tot_aces,w_p2_tot_serve_errors,w_p2_tot_blocks,w_p2_tot_digs,l_p1_tot_attacks,l_p1_tot_kills,l_p1_tot_errors,l_p1_tot_hitpct,l_p1_tot_aces,l_p1_tot_serve_errors,l_p1_tot_blocks,l_p1_tot_digs,l_p2_tot_attacks,l_p2_tot_kills,l_p2_tot_errors,l_p2_tot_hitpct,l_p2_tot_aces,l_p2_tot_serve_errors,l_p2_tot_blocks,l_p2_tot_digs
FIVB,Gstaad,Switzerland,2009,2009-07-07,M,31,Jonathan Erdmann,1988-03-12,21.3196441,76,Germany,Kay Matysik,1980-06-18,29.0513347,75,Germany,24,Andy Ces,1982-07-03,27.0116359,77,France,Kevin Ces,1980-07-21,28.9609856,76,France,8,"17-21, 21-13, 15-12",01:00:00,Pool H,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Berlin,Germany,2003,2003-06-25,M,26,Jose Pedrosa,1978-02-28,25.3196441,74,Portugal,Nelson Brizida,1982-04-20,21.1800137,76,Portugal,Q26,Aliaksandr Kavalenka,1979-10-12,23.7015743,77,Belarus,Oleg Mikanovich,1975-10-07,27.7152635,NA,Belarus,Q39,"21-19, 21-17",00:38:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Fuzhou,China,2014,2014-04-22,M,40,Edvarts Buivids,1993-12-04,20.3805613,78,Latvia,Ruslans Sorokins,1982-03-11,32.1149897,77,Latvia,"29, Q15",Eric Koreng,1981-05-16,32.9336071,76,Germany,Finn Dittelbach,1990-04-13,24.0246407,76,Germany,20,"21-15, 20-22, 15-13",00:51:00,Pool D,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,San Francisco,United States,2017,2017-07-06,M,5,Ed Ratledge,1976-12-16,40.5530459,80,United States,Eric Zaun,1993-06-28,24.0219028,75,United States,3,Ben Vaught,1996-10-26,20.6926762,NA,United States,Branden Clemens,1994-06-25,23.0308008,79,United States,"14, Q2","21-16, 21-13",00:39:00,Winner's Bracket,Round 1,22,15,3,0.545,0,0,4,2,22,14,3,0.5,2,3,1,11,18,10,4,0.333,1,3,0,2,19,11,2,0.474,0,0,4,1
FIVB,The Hague,Netherlands,2015,2015-06-26,M,97,Christiaan Varenhorst,1990-05-06,25.1389459,83,Netherlands,Reinder Nummerdor,1976-09-10,38.78987,76,Netherlands,1,John Hyden,1972-10-07,42.715948,77,United States,Tri Bourne,1989-06-20,26.0150582,77,United States,9,"23-21, 23-21",00:46:00,Winner's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Boston,United States,2007,2007-08-16,M,5,Ed Ratledge,1976-12-16,30.6639288,80,United States,Ryan Mariano,1976-04-01,31.3730322,75,United States,14,Eyal Zimet,1976-09-01,30.954141,74,United States,Mike DiPierro,1980-12-10,26.6803559,78,United States,19,"21-10, 18-21, 15-12",01:09:00,Winner's Bracket,Round 1,40,19,4,0.375,0,1,6,4,22,12,3,0.409,3,2,1,15,47,20,10,0.213,2,3,1,11,19,7,3,0.211,1,1,1,6
FIVB,The Hague,Netherlands,2017,2017-06-14,M,37,Marco Krattiger,1994-07-07,22.9377139,79,Switzerland,Nico Beeler,1993-03-03,24.2819986,75,Switzerland,20,Sean Rosenthal,1980-06-19,36.9856263,76,United States,Trevor Crabb,1989-09-15,27.7453799,76,United States,"27, Q13","21-12, 21-11",00:28:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Athens,Greece,2006,2006-05-31,W,38,Merel Mooren,1982-09-22,23.687885,73,Netherlands,Rebekka Kadijk,1979-06-16,26.9568789,69,Netherlands,11,Lea Schwer,1982-01-13,24.3778234,72,Switzerland,Simone Kuhn,1980-09-02,25.7412731,72,Switzerland,12,"21-14, 17-21, 15-11",00:50:00,Contender's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2007,2007-05-03,M,59,Jake Gibb,1976-02-06,31.2361396,79,United States,Sean Rosenthal,1980-06-19,26.8692676,76,United States,3,Phil Dalhausser,1980-01-26,27.266256,81,United States,Todd Rogers,1973-09-30,33.5879535,74,United States,1,"23-21, 17-21, 15-12",01:10:00,Semifinals,NA,17,11,2,0.529,2,1,6,1,34,19,3,0.471,1,3,1,10,23,17,4,0.565,4,7,2,2,43,22,9,0.302,0,0,0,11
AVP,Manhattan Beach,United States,2016,2016-07-14,M,84,Ben Vaught,1996-10-26,19.7152635,NA,United States,John Zappia,1993-08-28,22.8774812,77,United States,Q51,Chris McDonald,1989-05-17,27.1594798,71,United States,Kevin Lynch,1984-02-02,32.4462697,76,United States,Q14,"21-18, 17-21, 15-12",01:06:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Aydin,Turkey,2019,2019-05-16,W,15,Diana Lunina,1992-10-28,26.5462012,NA,Ukraine,Maryna Samoday,1992-09-18,26.6557153,71,Ukraine,"13, Q4",Sophie Bukovec,1995-09-22,23.6468172,73,Canada,Taylor Pischke,1993-04-18,26.0752909,72,Canada,5,"21-18, 21-19",00:36:00,Pool D,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2006,2006-06-09,M,47,Albert Hannemann,1970-05-04,36.0985626,75,United States,Mark Williams,1979-01-27,27.3648186,79,Australia,15,Karch Kiraly,2060-11-03,45.596167,74,United States,Larry Witt,1979-07-13,26.9075975,78,United States,7,"21-15, 21-18",00:40:00,Contender's Bracket,Round 3,30,19,6,0.433,0,0,0,7,9,7,0,0.778,0,0,8,1,13,11,2,0.692,0,1,0,4,30,16,11,0.167,0,1,4,1
AVP,Hermosa Beach,United States,2002,2002-06-07,M,15,Eli Fairfield,1979-02-10,23.321013,NA,United States,Scott Davenport,1971-09-12,30.7351129,72,United States,18,Aaron Boss,1970-11-30,31.5181383,78,United States,Scott Lane,1974-02-21,28.2902122,78,United States,15,"21-15, 21-19",00:40:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,1,NA,0,NA
FIVB,Moscow,Russia,2012,2012-06-07,M,22,Adrian Gavira,1987-09-17,24.7227926,76,Spain,Pablo Herrera,1982-06-29,29.9411362,76,Spain,14,Ben O'Dea,1992-05-06,20.0876112,77,New Zealand,Jason Lochhead,1984-03-12,28.238193,70,New Zealand,30,"16-21, 24-22, 15-11",00:58:00,Pool L,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2010,2010-06-03,M,3,Billy Allen,1981-10-15,28.6324435,74,United States,Braidy Halverson,1983-03-08,27.2388775,77,United States,9,Albert Hannemann,1970-05-04,40.0821355,75,United States,Scott Lane,1974-02-21,36.2792608,78,United States,"24, Q2","21-15, 21-17",00:44:00,Winner's Bracket,Round 1,27,16,0,0.593,3,0,0,12,21,10,2,0.381,1,4,2,6,29,15,3,0.414,0,3,0,16,21,10,4,0.286,1,2,1,3
FIVB,Roseto degli Abruzzi,Italy,2006,2006-06-07,M,111,Emiel Boersma,1980-08-25,25.7823409,81,Netherlands,Mathijs Mast,1984-09-14,21.7275838,79,Netherlands,"30, Q15",Joseph Gil,1971-01-15,35.3921971,76,Puerto Rico,Raul Papaleo,1971-10-11,34.6557153,73,Puerto Rico,Q18,"21-13, 21-16",00:34:00,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Gstaad,Switzerland,2006,2006-06-21,M,43,Fabio Luiz Magalhaes,1979-03-13,27.2744695,80,Brazil,Marcio Araujo,1973-10-12,32.6899384,76,Brazil,3,David Klemperer,1980-06-22,25.9958932,74,Germany,Kjell Schneider,1976-10-04,29.7111567,78,Germany,11,"21-18, 21-16",00:51:00,Winner's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Doha,Qatar,2019,2019-03-11,M,1,Ahmed Tijan,1995-04-28,23.8685832,73,Qatar,Cherif Samba,1995-05-22,23.8028747,77,Qatar,1,Alison Cerutti,1985-12-07,33.2566735,80,Brazil,Andre Loyola,1994-08-19,24.5585216,79,Brazil,13,"21-13, 21-16",00:28:00,Pool A,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Sanya,China,2008,2008-11-11,M,19,Pedro Cunha,1983-06-10,25.4236824,74,Brazil,Roberto Pitta,1987-06-15,21.4099932,75,Brazil,5,Jakub Szalankiewicz,1989-05-03,19.5263518,75,Poland,Michal Kadziola,1989-05-28,19.4579055,76,Poland,12,"21-15, 21-17",00:38:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2003,2003-06-06,M,8,Brian Lewis,2068-03-22,35.2060233,73,United States,Scott Ayakatubby,2064-09-11,38.7323751,76,United States,4,Anthony Medel,1978-03-28,25.1909651,75,United States,John Moran,1976-04-19,27.1293634,77,United States,"29, Q4","21-16, 21-14",NA,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA
FIVB,Fortaleza,Brazil,2007,2007-09-26,M,58,Emanuel Rego,1973-04-15,34.4476386,75,Brazil,Ricardo Santos,1975-01-06,32.7200548,79,Brazil,1,Reinder Nummerdor,1976-09-10,31.0417522,76,Netherlands,Richard Schuil,1973-05-02,34.4010951,80,Netherlands,6,"21-14, 21-16",00:35:00,Contender's Bracket,Round 6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Chicago,United States,2008,2008-07-10,M,4,Marcin Dybka,1977-05-06,31.1786448,80,Poland,William Chenoweth,1984-05-17,24.1478439,75,United States,Q16,Elias Tu,NA,NA,NA,United States,Jason Fistick,1980-11-21,27.633128,NA,United States,Q49,"21-12, 21-11",00:36:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Espinho,Portugal,2019,2019-07-17,M,50,Alison Cerutti,1985-12-07,33.6071184,80,Brazil,Alvaro Filho,1990-11-27,28.6351814,73,Brazil,10,Daniele Lupo,1991-05-06,28.1971253,77,Italy,Paolo Nicolai,1988-08-06,30.9431896,80,Italy,3,"21-19, 21-14",00:35:00,Winner's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Huntington Beach,United States,2019,2019-05-02,M,93,Christian Honer,1995-05-08,23.9835729,73,United States,Logan Webber,1995-10-29,23.5071869,NA,United States,"21, Q15",Aaron Wachtfogel,1981-11-08,37.4784394,73,United States,Bill Strickland,1980-12-26,38.3463381,81,United States,Q79,"21-14, 18-21, 15-6",00:54:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Siem Reap,Cambodia,2019,2019-03-21,M,30,Cameron Wheelan,1988-09-19,30.4996578,77,Canada,Sergiy Grabovskyy,1994-08-19,24.5859001,74,Canada,19,Takumi Takahashi,1991-10-01,27.4688569,70,Japan,Yoshiumi Hasegawa,1984-08-23,34.5735797,73,Japan,8,"21-18, 21-13",00:38:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Sentosa,Singapore,2007,2007-05-23,W,4,Hella Jurich,1980-12-28,26.3983573,71,Germany,Rieke Brink-Abeler,1979-12-11,27.4469541,70,Germany,8,Tatiana Barrera,1981-05-09,26.036961,70,France,Virginie Kadjo,1973-05-03,34.0533881,70,France,"25, Q9","21-19, 21-14",00:38:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Fort Lauderdale,United States,2010,2010-04-16,M,60,Matt Fuerbringer,1974-01-29,36.2108145,80,United States,Nick Lucena,1979-09-22,30.5653662,73,United States,6,Billy Allen,1981-10-15,28.5010267,74,United States,Braidy Halverson,1983-03-08,27.1074606,77,United States,13,"23-21, 21-12",00:44:00,Semifinals,NA,18,15,0,0.833,4,2,3,2,23,13,5,0.348,1,2,0,11,16,12,1,0.688,1,2,1,7,26,11,5,0.231,0,3,1,0
AVP,Boston,United States,2007,2007-08-16,M,6,Aaron Wachtfogel,1981-11-08,25.7686516,73,United States,Scott Wong,1978-12-31,28.62423,77,United States,11,Chris Seiffert,1978-01-06,29.6071184,75,United States,Jeff Carlucci,1975-01-27,32.550308,78,United States,"22, Q5","18-21, 21-11, 15-10",01:10:00,Winner's Bracket,Round 1,34,23,3,0.588,3,5,0,8,17,10,1,0.529,0,1,7,1,24,13,2,0.458,0,0,0,7,29,15,6,0.31,2,6,0,6
AVP,St. Petersburg,United States,2014,2014-05-29,M,18,Kevin Oleson,1985-05-29,28.9993155,NA,United States,Neil Macklin,1976-11-16,37.5304586,NA,United States,Q30,John Nunns,1989-04-21,25.1033539,NA,United States,Larry Salefsky,1985-12-12,28.4599589,NA,United States,Q35,"23-21, 21-17",00:55:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Rio de Janeiro,Brazil,2016,2016-03-08,M,21,Alexei Strasser,1987-07-29,28.6105407,80,Switzerland,Nico Beeler,1993-03-03,23.0143737,75,Switzerland,"29, Q14",Mark Burik,1985-08-12,30.5708419,75,United States,Tri Bourne,1989-06-20,26.715948,77,United States,Q3,"21-17, 21-19",00:35:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Berlin,Germany,2003,2003-06-24,W,58,Elaine Youngs,1970-02-14,33.3552361,72,United States,Holly McPeak,1969-05-15,34.1081451,67,United States,2,Marrit Leenstra,1973-10-18,29.6810404,70,Netherlands,Rebekka Kadijk,1979-06-16,24.0219028,69,Netherlands,7,"22-20, 21-16",00:37:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Osaka,Japan,2002,2002-08-07,W,57,Kerri Walsh Jennings,1978-08-15,23.9780972,75,United States,Misty May-Treanor,1977-07-30,25.0212183,69,United States,1,Efi Sfyri,1971-01-08,31.578371,71,Greece,Vasso Karadassiou,1973-01-06,29.5824778,72,Greece,10,"21-17, 21-14",00:35:00,Winner's Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Mallorca,Spain,2004,2004-07-07,M,46,Markus Egger,1975-02-24,29.3661875,75,Switzerland,Sascha Heyer,1972-07-21,31.9616701,80,Switzerland,5,David Klemperer,1980-06-22,24.0410678,74,Germany,Niklas Rademacher,1982-03-03,22.3463381,81,Germany,14,"21-17, 21-19",00:39:00,Contender's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Prague,Czech Republic,2008,2008-05-06,M,11,Farid Mussa,1984-04-28,24.0219028,76,Venezuela,Jesus Villafane,1986-11-19,21.4620123,73,Venezuela,Q21,Dmytro Khudoley,1982-01-30,26.2642026,76,Ukraine,Sergiy Mykhaylov,1984-12-19,23.3785079,76,Ukraine,Q44,"16-21, 21-17, 15-12",00:59:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Adelaide,Australia,2008,2008-03-25,W,50,Marie-Andree Lessard,1977-12-06,30.2997947,66,Canada,Sarah Maxwell,1977-04-30,30.9021218,69,Canada,"27, Q9",Eiko Koizumi,1973-09-01,34.5626283,67,Japan,Shinako Tanaka,1975-07-28,32.659822,68,Japan,Q8,"21-19, 21-17",00:41:00,Qualifier Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2003,2003-06-06,W,4,Marsha Miller,1969-01-15,34.3874059,73,United States,Pat Keller,2068-09-09,34.7378508,70,United States,13,Helen Reale,2063-11-22,39.5373032,70,United States,Nikki Audette,1971-09-29,31.6851472,68,United States,"20, Q6","21-16, 21-18",00:40:00,Winner's Bracket,Round 1,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,0,NA,0,NA
AVP,Fort Lauderdale,United States,2010,2010-04-16,M,43,Jake Gibb,1976-02-06,34.1902806,79,United States,Sean Rosenthal,1980-06-19,29.8234086,76,United States,4,Lucas Black,1982-02-25,28.1368925,75,United States,Sean Allstot,1983-01-15,27.2498289,74,United States,"30, Q10","21-16, 21-14",00:37:00,Contender's Bracket,Round 2,22,12,2,0.455,0,2,4,4,27,18,3,0.556,0,4,0,9,26,6,3,0.115,2,3,2,4,21,9,2,0.333,1,4,0,9
FIVB,Ostrava,Czech Republic,2018,2018-06-20,W,8,Anastasija Kravcenoka,1997-01-19,21.4154689,70,Latvia,Tina Graudina,1998-03-09,20.2819986,71,Latvia,"27, Q4",Dominika Hafra,1995-01-17,23.4223135,67,Hungary,Dorottya Szabo,1989-01-08,29.4455852,71,Hungary,Q29,"21-9, 21-9",00:22:00,Qualifier Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Kristiansand,Norway,2009,2009-08-10,W,50,Juliana Felisberta,1983-07-22,26.0533881,70,Brazil,Larissa Franca,1982-04-14,27.3237509,69,Brazil,1,Ilka Semmler,1985-09-08,23.9206023,72,Germany,Katrin Holtwick,1984-04-10,25.3333333,69,Germany,6,"21-17, 21-18",00:45:00,Contender's Bracket,Round 4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Tempe,United States,2005,2005-04-22,M,35,Jason Ring,1974-07-21,30.7542779,75,United States,Sean Scott,1973-06-29,31.8138261,77,United States,5,Brent Doble,1970-01-03,35.2991102,78,United States,John Hyden,1972-10-07,32.5393566,77,United States,10,"13-21, 21-18, 15-12",00:57:00,Contender's Bracket,Round 3,15,9,0,0.6,1,2,0,7,49,26,9,0.347,0,1,4,10,44,22,10,0.273,0,1,4,5,21,11,2,0.429,4,1,0,10
AVP,Manhattan Beach,United States,2018,2018-08-16,W,39,Falyn Fonoimoana,1992-03-13,26.425735800000002,76,United States,Priscilla Piantadosi-Lima,1979-12-19,38.6584531,71,Brazil,"18, Q2",Chanti Holroyd,NA,NA,NA,NA,Jenna Belton,1996-03-05,22.4476386,73,United States,"32, Q53","21-17, 19-21, 15-8",01:05:00,Contender's Bracket,Round 2,26,12,3,0.346,6,1,2,6,39,20,1,0.487,0,2,0,13,40,16,6,0.25,1,3,0,16,36,21,5,0.444,1,1,4,12
AVP,Belmar,United States,2010,2010-06-25,W,17,Brooke Sweat,1986-03-27,24.2464066,68,United States,Kristen Batt-Rohr,1981-04-17,29.1882272,72,United States,"12, Q1",Jill Pickus,1972-10-26,37.6618754,70,United States,Raquel Beson,1971-01-12,39.449692,69,United States,Q16,"21-14, 21-11",00:35:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,St. Petersburg,Russia,2005,2005-07-06,M,47,Gijs Ronnes,1977-06-10,28.0711841,73,Netherlands,Jochem De Gruijter,1978-04-18,27.2169747,78,Netherlands,13,Jorre Kjemperud,2068-08-31,36.8459959,74,Norway,Tarjei Skarlund,1978-11-06,26.6639288,75,Norway,12,"21-18, 21-19",00:44:00,Contender's Bracket,Round 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,St. Petersburg,Russia,2007,2007-08-29,M,55,Reinder Nummerdor,1976-09-10,30.9650924,76,Netherlands,Richard Schuil,1973-05-02,34.3244353,80,Netherlands,6,Mariano Baracetti,1974-07-12,33.1307324,76,Argentina,Martin Conde,1971-08-25,36.0109514,73,Argentina,5,"21-17, 23-25, 15-8",00:56:00,Contender's Bracket,Round 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVP,Hermosa Beach,United States,2006,2006-06-09,W,9,Annett Davis,1973-09-22,32.7118412,71,United States,Jenny Johnson Jordan,1973-06-08,33.0020534,70,United States,3,Amber Willey,1975-01-07,31.4195756,73,United States,Joy Akins,1978-02-13,28.3175907,71,United States,"30, Q22","21-13, 21-15",00:29:00,Winner's Bracket,Round 1,22,14,3,0.5,1,3,1,3,16,12,2,0.625,2,2,2,5,20,7,5,0.1,0,4,1,0,16,11,3,0.5,0,1,0,4
FIVB,Warsaw,Poland,2006,2006-08-30,W,19,Lenka Hajeckova,1978-04-18,28.366872,68,Czech Republic,Petra Novotna,1981-04-10,25.388090300000002,74,Czech Republic,"32, Q21",Agnieszka Kucypera,1978-11-14,27.7919233,71,Poland,Justyna Lademan,1977-04-22,29.3552361,70,Poland,Q28,"21-18, 21-13",00:34:00,Qualifier Bracket,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Carson,United States,2003,2003-09-18,W,3,Angie Akers,1976-06-30,27.2169747,72,United States,Sarah Straton,1970-10-06,32.9500342,74,Australia,Q29,Ann Windes,1975-11-12,27.8494182,69,United States,Maggie Philgence,2068-10-23,34.9021218,70,United States,NA,"21-17, 18-21, 15-13",00:50:00,Country Quota Matches,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,Gstaad,Switzerland,2017,2017-07-03,W,51,Julia Grossner,1988-05-04,29.1635866,70,Germany,Nadja Glenzke,1995-08-25,21.8562628,73,Germany,20,Ekaterina Birlova,1987-08-11,29.8945927,71,Russia,Nadezda Makroguzova,1997-04-02,20.2518823,73,Russia,"22, Q2","21-14, 14-21, 15-8",00:41:00,Winner's Bracket,Round 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIVB,St. Petersburg,United States,2015,2015-06-16,M,21,Christiaan Varenhorst,1990-05-06,25.1115674,83,Netherlands,Reinder Nummerdor,1976-09-10,38.7624914,76,Netherlands,3,Esteban Grimalt,1991-01-09,24.4325804,75,Chile,Marco Grimalt,1989-07-11,25.9301848,77,Chile,19,"21-17, 21-23, 15-12",01:00:00,Pool C,Round 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
